"agency_id","agency_name","address","city","state","zip_code","coordinate_source","latitude","longitude","matched_label","manual_check_reason"
"qfe922dy22imlqcwqybixsl4qyf3","REFORM POLICE DEPARTMENT","Town Hall, Reform","Reform","AL","35481","place_centroid","33.378451","-88.0153008","Reform, Pickens County, Alabama, 35481, United States","Review: coordinate uses place centroid."
"g3b6b4dhlyzj3n35qt21t10a","LOS ANGELES POLICE DEPARTMENT","","Los Angeles","CA","","place_centroid","34.0536909","-118.242766","Los Angeles, Los Angeles County, California, United States","Review: coordinate uses place centroid."
"cm7a0bgot046xewvgaaosroib","U.S. Federal Reserve System","20th St. And Constitution Ave.","N.W., Washington","DC","20551","zip_centroid","38.892","-77.0452","20551 Washington, District of Columbia","Review: coordinate uses ZIP centroid."
"cm7a0bgot046iewvg5qs1f9cn","U.S. Secret Service","245 Murray Drive, Building 410","Washington","DC","20223","place_centroid","38.8950982","-77.0363849","Washington, District of Columbia, United States","Review: coordinate uses place centroid."
"c17783684581c7d0d70","U.S. Secret Service (USSS)","245 Murray Lane SW","Washington","DC","20223","place_centroid","38.895204","-77.0365305","Washington, District of Columbia, United States (pin offset from duplicate place centroid)","Review: coordinate uses place centroid."
"w0aibkf4fi0om79gsx3w6g7i1nsq","SANGAMON COUNTY SHERIFF'S OFFICE","1 Sheriff's Plaza","Springfield","IL","62703","place_centroid","39.7990175","-89.6439575","Springfield, Sangamon County, Illinois, United States","Review: coordinate uses place centroid."
"mvowoigz9vxnudol7iop7l3i","MELVINDALE POLICE DEPARTMENT","","Melvindale","MI","","place_centroid","42.2825383","-83.175203","Melvindale, Wayne County, Michigan, 48122, United States","Review: coordinate uses place centroid."
"cm7a0bgot048vewvgv748afah","STATE OF MINNESOTA","NULL","Saint Paul","MN","00000-0000","place_centroid","44.9497487","-93.0931028","Saint Paul, Ramsey County, Minnesota, United States","Review: coordinate uses place centroid."
"cm7a0bgot0491ewvgv0noht1a","STATE OF MONTANA","NULL","Helena","MT","00000-0000","place_centroid","46.5927425","-112.036277","Helena, Lewis and Clark County, Montana, United States","Review: coordinate uses place centroid."
"cm7a0bgot049hewvgzqaa5n58","STATE OF NORTH DAKOTA","NULL","Bismarck","ND","00000-0000","place_centroid","46.808327","-100.783739","Bismarck, Burleigh County, North Dakota, United States","Review: coordinate uses place centroid."
"cm7a0bgot049tewvg90kv6ana","STATE OF SOUTH CAROLINA","NULL","Columbia","SC","00000-0000","place_centroid","34.000754","-81.0352313","Columbia, Richland County, South Carolina, United States","Review: coordinate uses place centroid."
"cm7a0bgot049vewvgl5ryuh1g","STATE OF SOUTH DAKOTA","NULL","Pierre","SD","00000-0000","place_centroid","44.3683644","-100.351136","Pierre, Buckeye Township, Hughes County, South Dakota, 57501, United States","Review: coordinate uses place centroid."
"cm7a0bgot049xewvg7zcy2a2p","STATE OF TENNESSEE","NULL","Nashville","TN","00000-0000","place_centroid","36.1622767","-86.7742984","Nashville, Davidson County, Middle Tennessee, Tennessee, United States","Review: coordinate uses place centroid."
"cm7a0bgo600brewvgp5meq3rr","HALE CO. CONST. PCT. 3","P O BOX 217","Abernathy","TX","79311","place_centroid","33.8323812","-101.8430151","Abernathy, Hale County, Texas, 79311, United States","Review: coordinate uses place centroid."
"cm7a0bgoo03b9ewvga7m8613j","ABILENE CHRISTIAN UNIVERSITY POLICE","ACU STATION, BOX 28010","ABILENE","TX","79699-0001","place_centroid","32.44645","-99.7475905","Abilene, Taylor County, Texas, United States","Review: coordinate uses place centroid."
"cm7a0bgoo03c5ewvgh1x787yl","ABILENE CITY MARSHAL'S OFFICE","4575 South First St.","ABILENE","TX","79605","place_centroid","32.4464095","-99.7474151","Abilene, Taylor County, Texas, United States (pin offset from duplicate place centroid)","Review: coordinate uses place centroid."
"cm7a0bgoo03bcewvgb9mdfqiz","HARDIN SIMMONS UNIV. POLICE DEPT.","P.O. BOX 14163","ABILENE","TX","79698-0001","place_centroid","32.4465704","-99.7474567","Abilene, Taylor County, Texas, United States (pin offset from duplicate place centroid)","Review: coordinate uses place centroid."
"cm76wpxb701fyvrvg7kng7sa2","ADDISON POLICE DEPARTMENT","PO BOX 9010","ADDISON","TX","75001-9010","place_centroid","32.9601193","-96.8300029","Addison, Dallas County, Texas, United States","Review: coordinate uses place centroid."
"cm7a0bgom02z1ewvg37l3qvql","ALBANY POLICE DEPT.","425 S 2ND ST [ USPS PLEASE DELIVER TO STREET ADDRESS ]","ALBANY","TX","76430","place_centroid","32.728072","-99.2946024","Albany, Shackelford County, Texas, 76430, United States","Review: coordinate uses place centroid."
"cm7a0bgoj02ixewvgw0afe2sz","PARKER CO. CONST. PCT. 4","16600 Old Weatherford Road","Aledo","TX","76008","place_centroid","32.6979939","-97.6039938","Aledo, Parker County, Texas, 76008, United States","Review: coordinate uses place centroid."
"cm7a0bgo800l1ewvg23w03i5y","ALIEF I.S.D. POLICE DEPT.","P. O. BOX 68","ALIEF","TX","77411","place_centroid","29.7110641","-95.5963337","Alief, Houston, Harris County, Texas, 77072, United States","Review: coordinate uses place centroid."
"cm76wpxb200p5vrvgmfam8fpr","SUL ROSS UNIVERSITY POLICE","SRSU BOX C-19","ALPINE","TX","79832-0001","place_centroid","30.3602181","-103.6628596","Alpine, Brewster County, Texas, United States","Review: coordinate uses place centroid."
"cm76wpxb5012avrvg06dfhi15","ALTO POLICE DEPARTMENT","PO BOX 447","Alto","TX","75925-0447","place_centroid","31.6504546","-95.0727175","Alto, Cherokee County, Texas, United States","Review: coordinate uses place centroid."
"cm7a0bgok02ovewvgbgy1xfjs","LAKE TANGLEWOOD POLICE DEPARTMENT","1000 TANGLEWOOD DR","AMARILLO","TX","79118-8024","place_centroid","35.20729","-101.8371192","Amarillo, Potter County, Texas, United States","Review: coordinate uses place centroid."
"cm76wpxb4010wvrvgvhxlssa8","CHAMBERS CO. CONST. PCT. 1","P.O. Box 336","Anahuac","TX","77514","place_centroid","29.7713308","-94.6785092","Anahuac, Chambers County, Texas, 77514, United States","Review: coordinate uses place centroid."
"cm76wpxb4010zvrvgi09lbyn2","CHAMBERS CO. CONST. PCT. 2","P. O. BOX 336","ANAHUAC","TX","77514-0336","place_centroid","29.7714988","-94.6784447","Anahuac, Chambers County, Texas, 77514, United States (pin offset from duplicate place centroid)","Review: coordinate uses place centroid."
"cm76wpxb40112vrvg1o8fgi6j","CHAMBERS CO. CONST. PCT. 3","PO Box 336","ANAHUAC","TX","77514","place_centroid","29.7711992","-94.6783864","Anahuac, Chambers County, Texas, 77514, United States (pin offset from duplicate place centroid)","Review: coordinate uses place centroid."
"cm76wpxb40118vrvgb8a9l6p1","CHAMBERS CO. CONST. PCT. 5","P.O. Box 336","Anahuac","TX","77514","place_centroid","29.7712301","-94.6786584","Anahuac, Chambers County, Texas, 77514, United States (pin offset from duplicate place centroid)","Review: coordinate uses place centroid."
"cm76wpxb5011hvrvgx227pffl","Chambers Co. Fire Marshal's Office","PO BOX 957 102 Airport Rd.","ANAHUAC","TX","77514-0957","place_centroid","29.7711541","-94.6784749","Anahuac, Chambers County, Texas, 77514, United States (pin offset from duplicate place centroid)","Review: coordinate uses place centroid."
"cm76wpxb5011evrvgpx39gdoo","Chambers County Dist. Atty. Office Criminal Investigation Division","P.O. Box 1409 212 Stowell","Anahuac","TX","77514","place_centroid","29.7714208","-94.6786651","Anahuac, Chambers County, Texas, 77514, United States (pin offset from duplicate place centroid)","Review: coordinate uses place centroid."
"cm7a0bgo6009uewvgqzys1ayx","GRIMES CO. DIST. ATTY.'S OFFICE","P. O. BOX 599 12TH  JUDICIAL DISTRICT","ANDERSON","TX","77830","place_centroid","30.487147","-95.9868986","Anderson, Grimes County, Texas, United States","Review: coordinate uses place centroid."
"cm76wpxb200muvrvg3a81kn23","HOLIDAY LAKES POLICE DEPARTMENT","RR 8 BOX 744","ANGLETON","TX","77515-8411","place_centroid","29.16941","-95.4318847","Angleton, Brazoria County, Texas, 77515, United States","Review: coordinate uses place centroid."
"cm7a0bgoc01boewvgv8gys7jo","259TH JUDICIAL DIST. ATTY.'S OFFICE","P. O. BOX 507 JONES CO. COURTHOUSE 2ND FLOOR","ANSON","TX","79501","place_centroid","32.7564766","-99.896788","Anson, Jones County, Texas, United States","Review: coordinate uses place centroid."
"cm7a0bgoc01blewvghf2jzix0","JONES CO. CONST.","PO BOX 821 100 Courthouse Square","Anson","TX","79501","place_centroid","32.7563019","-99.8968315","Anson, Jones County, Texas, United States (pin offset from duplicate place centroid)","Review: coordinate uses place centroid."
"cm7a0bgoc01biewvgocct341c","JONES COUNTY SHERIFF'S OFFICE","PO BOX 821","ANSON","TX","79501-0821","place_centroid","32.7566016","-99.8969175","Anson, Jones County, Texas, United States (pin offset from duplicate place centroid)","Review: coordinate uses place centroid."
"cm7a0bgoa00w6ewvgayy631se","ANTON POLICE DEPT.","P.O. BOX 127 400 Spade Cir.","ANTON","TX","79313-0127","place_centroid","33.8109271","-102.1632756","Anton, Hockley County, Texas, 79313, United States","Review: coordinate uses place centroid."
"cm7a0bgop03jbewvguoqaf5bi","TRINITY CO. CONST. PCT. 4","P O BOX 81","Apple Springs","TX","75926","place_centroid","31.2235179","-94.9663228","Apple Springs, Trinity County, Texas, 75926, United States","Review: coordinate uses place centroid."
"cm76wpxaz004mvrvggeao7cgd","ARCHER CO. CONST. PCT. 4","P.O. Box 517","Archer City","TX","76531","place_centroid","33.5956593","-98.6256128","Archer City, Archer County, Texas, 76351, United States","Review: coordinate uses place centroid."
"cm76wpxaz004cvrvgta4xrd5a","ARCHER CO. SHERIFF'S OFFICE","PO BOX 517","ARCHER CITY","TX","76351-0517","place_centroid","33.5958375","-98.6255877","Archer City, Archer County, Texas, 76351, United States (pin offset from duplicate place centroid)","Review: coordinate uses place centroid."
"cm76wpxba01ruvrvgnimql4to","DIMMIT CO. CONST. PCT. 4","P. O. Box 441","Asherton","TX","78827","place_centroid","28.4464946","-99.7620766","Asherton, Dimmit County, Texas, United States","Review: coordinate uses place centroid."
"cm76wpxb000cwvrvgz5f4fhy0","BEXAR CO. CSCD","13500 Herring Rd","Atascosa","TX","78002","place_centroid","29.2669044","-98.7319673","Atascosa, Bexar County, Texas, 78002, United States","Review: coordinate uses place centroid."
"cm76wpxb400zfvrvggrzlqv6f","CASS CO. CONST. PCT. 4","P.O. Box 35","Atlanta","TX","75551","place_centroid","33.1162131","-94.1663493","Atlanta, Cass County, Texas, 75551, United States","Review: coordinate uses place centroid."
"cm7a0bgoo03fkewvgoo627hm7","ADJUTANT GENERAL'S DEPARTMENT","P. O. BOX 5218/AGTX-R HUMAN RESOURCES MANAGEMENT","AUSTIN","TX","78763-5218","place_centroid","30.2711286","-97.7436995","Austin, Travis County, Texas, United States","Review: coordinate uses place centroid."
"cm7a0bgop03ihewvgeletue7d","L.C.R.A. PUBLIC SAFETY DEPARTMENT","PO BOX 220","AUSTIN","TX","78767-0220","place_centroid","30.270949","-97.7436869","Austin, Travis County, Texas, United States (pin offset from duplicate place centroid)","Review: coordinate uses place centroid."
"cm7a0bgoo03ewewvg21unxajx","STATE FIRE MARSHAL'S OFFICE","P. O. BOX 12107 1601 Congress   Austin  78701","AUSTIN","TX","78711-2107","place_centroid","30.2712778","-97.7435988","Austin, Travis County, Texas, United States (pin offset from duplicate place centroid)","Review: coordinate uses place centroid."
"cm7a0bgoo03fuewvg56lq2k0b","TEXAS DEPT. OF INSURANCE FRAUD UNIT","PO BOX 12088","AUSTIN","TX","78711-2088","place_centroid","30.2710469","-97.7438599","Austin, Travis County, Texas, United States (pin offset from duplicate place centroid)","Review: coordinate uses place centroid."
"cm7a0bgop03guewvgmgy7gxt6","TRAVIS CO. ATTY.'S OFFICE","P. O. BOX 1748 County Courthouse","AUSTIN","TX","78767","place_centroid","30.2711129","-97.7438788","Austin, Travis County, Texas, United States (pin offset from duplicate place centroid)","Review: coordinate uses place centroid."
"cm7a0bgop03gxewvgjzdtjtry","TRAVIS CO. DIST. ATTY.'S OFFICE","P. O. BOX 1748","AUSTIN","TX","78767-1748","place_centroid","30.2710386","-97.7435436","Austin, Travis County, Texas, United States (pin offset from duplicate place centroid)","Review: coordinate uses place centroid."
"cm7a0bgop03h0ewvg4x4y6cv0","TRAVIS CO. FIRE MARSHAL'S OFFICE","PO BOX 1748","AUSTIN","TX","78767-1748","place_centroid","30.2709574","-97.7436439","Austin, Travis County, Texas, United States (pin offset from duplicate place centroid)","Review: coordinate uses place centroid."
"cm7a0bgop03iaewvgd6evtdsw","TRAVIS COUNTY FIRE RESCUE","8203 S. US 183 HWY","Austin","TX","78747","place_centroid","30.27107","-97.7438697","Austin, Travis County, Texas, United States (pin offset from duplicate place centroid)","Review: coordinate uses place centroid."
"cm76wpxaz007fvrvg37iv5dl5","BANDERA CO. CONST. PCT. 1","PO Box 3606","BANDERA","TX","78003","place_centroid","29.7270068","-99.0724586","Bandera, Bandera County, Texas, 78003, United States","Review: coordinate uses place centroid."
"cm76wpxaz007cvrvgrponfb3y","BANDERA CO. SHERIFF'S OFFICE","PO BOX 607","BANDERA","TX","78003-0607","place_centroid","29.7269251","-99.072619","Bandera, Bandera County, Texas, 78003, United States (pin offset from duplicate place centroid)","Review: coordinate uses place centroid."
"cm7a0bgot0462ewvglr4zki1f","ZAVALA CO. CONST. PCT. 1","P O BOX 317","BATESVILLE","TX","78829-0317","place_centroid","28.9513349","-99.6175637","Batesville, Zavala County, Texas, 78829, United States","Review: coordinate uses place centroid."
"cm7a0bgo700dxewvgeh7nqlen","HARDIN CO. CONST. PCT. 6","P.O. Box 596","BATSON","TX","77519","place_centroid","30.2493767","-94.6071417","Batson, Hardin County, Texas, 77159, United States","Review: coordinate uses place centroid."
"cm7a0bgob016xewvghbtokdak","BEAUMONT FIRE DEPT.","ARSON INVESTIGATION P.O. BOX 3827","BEAUMONT","TX","77704","place_centroid","30.0829344","-94.0984277","Beaumont, Jefferson County, Texas, United States","Review: coordinate uses place centroid."
"cm7a0bgob0163ewvgfil0mrk0","JEFFERSON CO. CONST. PCT. 4","19217 FM 365","BEAUMONT","TX","77705","place_centroid","30.0827544","-94.0984277","Beaumont, Jefferson County, Texas, United States (pin offset from duplicate place centroid)","Review: coordinate uses place centroid."
"cm7a0bgob015rewvgfexsxvnx","LAMAR UNIV. POLICE DEPT.","211 Redbird Lane LAMAR STATION BOX 10013","BEAUMONT","TX","77710","place_centroid","30.0828758","-94.0985979","Beaumont, Jefferson County, Texas, United States (pin offset from duplicate place centroid)","Review: coordinate uses place centroid."
"cm7a0bgob0176ewvgrhf6deme","PORT OF BEAUMONT POLICE DEPT.","P.O. DRAWER 2297","BEAUMONT","TX","77704-2297","place_centroid","30.0829281","-94.0986076","Beaumont, Jefferson County, Texas, United States (pin offset from duplicate place centroid)","Review: coordinate uses place centroid."
"cm76wpxb000arvrvgp0jiz0yw","BELL CO. ATTY.'S OFFICE","P. O. BOX 1127","BELTON","TX","76513","place_centroid","31.0560132","-97.464453","Belton, Bell County, Texas, United States","Review: coordinate uses place centroid."
"cm76wpxb000auvrvg5e2ikqxk","BELL CO. DIST. ATTY.'S OFFICE","Criminal Investigation Division 1201 Huey Road","Belton","TX","76513","place_centroid","31.0559371","-97.4646161","Belton, Bell County, Texas, United States (pin offset from duplicate place centroid)","Review: coordinate uses place centroid."
"cm76wpxb000axvrvgxhml07gc","BELL CO. FIRE MARSHAL'S OFFICE","550 East 2nd St","BELTON","TX","76513","place_centroid","31.0559697","-97.4646277","Belton, Bell County, Texas, United States (pin offset from duplicate place centroid)","Review: coordinate uses place centroid."
"cm76wpxb000b3vrvgd4e4h6ac","BELTON POLICE DEPARTMENT","PO BOX 120","BELTON","TX","76513-0120","place_centroid","31.0561871","-97.4644996","Belton, Bell County, Texas, United States (pin offset from duplicate place centroid)","Review: coordinate uses place centroid."
"cm76wpxba01snvrvgps0shx69","BENAVIDES POLICE DEPARTMENT","PO BOX R","BENAVIDES","TX","78341-0918","place_centroid","27.5958449","-98.4118298","Benavides, Duval County, Texas, 78341, United States","Review: coordinate uses place centroid."
"cm76wpxba01sivrvgswrxff3h","DUVAL CO. CONST. PCT. 3","P.O. BOX 434","BENAVIDES","TX","78341","place_centroid","27.5959699","-98.4119593","Benavides, Duval County, Texas, 78341, United States (pin offset from duplicate place centroid)","Review: coordinate uses place centroid."
"cm7a0bgod01i6ewvgqr7f634h","KNOX CO. SHERIFF'S OFFICE","P. O. BOX 257 111 E. Hays","BENJAMIN","TX","79505-0257","place_centroid","33.5841372","-99.7914388","Benjamin, Knox County, Texas, 79505, United States","Review: coordinate uses place centroid."
"cm7a0bgoq03njewvgc7vcxgqp","VAN ZANDT CO. CONST. PCT. 4","P O BOX 499","BEN WHEELER","TX","75754-0499","place_centroid","32.4464139","-95.7041948","Ben Wheeler, Van Zandt County, Texas, 75744, United States","Review: coordinate uses place centroid."
"cm7a0bgok02p0ewvgo19lpqkz","REAGAN CO. SHERIFF'S OFFICE","P. O. BOX 832","BIG LAKE","TX","76932-0832","place_centroid","31.1954739","-101.4592746","Big Lake, Reagan County, Texas, 76932, United States","Review: coordinate uses place centroid."
"cm7a0bgop03krewvgbv3sl508","BIG SANDY POLICE DEPT.","P. O. BOX 986","BIG SANDY","TX","75755","place_centroid","32.5837521","-95.1088328","Big Sandy, Upshur County, Texas, United States","Review: coordinate uses place centroid."
"cm7a0bgoa00zsewvgzfv484kh","118th Judicial District Juvenile Probation Department","PO Box 2262 315 Main St. Ste C","Big Spring","TX","79720","place_centroid","32.250398","-101.4787356","Big Spring, Howard County, Texas, United States","Review: coordinate uses place centroid."
"cm7a0bgoa00zvewvg97ebsm96","HOWARD CO. SHERIFF'S OFFICE","PO BOX 1149","BIG SPRING","TX","79721-1149","place_centroid","32.2505779","-101.4787419","Big Spring, Howard County, Texas, United States (pin offset from duplicate place centroid)","Review: coordinate uses place centroid."
"cm7a0bgoa00zpewvg3ceuvneh","Howard County CSCD","P.O. Drawer 1951 315 Main St. Ste B","Big Spring","TX","79720","place_centroid","32.250247","-101.4786376","Big Spring, Howard County, Texas, United States (pin offset from duplicate place centroid)","Review: coordinate uses place centroid."
"cm76wpxba01rrvrvgxzwmgsqp","DIMMIT CO. CONST. PCT. 3","1302 Grande Ave","Big Wells","TX","78830","place_centroid","28.5702492","-99.5702205","Big Wells, Dimmit County, Texas, 78830, United States","Review: coordinate uses place centroid."
"cm7a0bgoi02dvewvgqxsyig7z","NUECES CO. CONST. PCT. 3","P. O. BOX 656 115 South Ash Street","BISHOP","TX","78343-0656","place_centroid","27.5861441","-97.7991636","Bishop, Nueces County, Texas, United States","Review: coordinate uses place centroid."
"cm76wpxb100hmvrvg4yr5io5o","BLANCO CO. CONST. PCT. 4","402 Blanco Ave P.O. Box 1556","BLANCO","TX","78606","place_centroid","30.1007035","-98.4220602","Blanco, Blanco County, Texas, 78606, United States","Review: coordinate uses place centroid."
"cm76wpxaz006cvrvgnjbqazt8","AUSTIN CO. CONST. PCT. 2","P.O. Box 142","Bleiblerville","TX","78931","place_centroid","30.0080002","-96.4474689","Bleiblerville, Austin County, Texas, 78931, United States","Review: coordinate uses place centroid."
"cm76wpxb400zovrvg45sy7n41","BLOOMBURG POLICE DEPARTMENT","PO BOX 198","Bloomburg","TX","75556-0198","place_centroid","33.1379088","-94.0574061","Bloomburg, Cass County, Texas, 75556, United States","Review: coordinate uses place centroid."
"cm7a0bgoi02c2ewvgosqq1lb7","Blooming Grove ISD Police Dept.","P.O. Box 258","Blooming Grove","TX","76626","place_centroid","32.0920967","-96.715825","Blooming Grove, Navarro County, Texas, 76626, United States","Review: coordinate uses place centroid."
"cm7a0bgod01ezewvg7gqb0s5g","KENDALL CO. CONST. PCT. 2","PO BOX 425","BOERNE","TX","78006-0425","place_centroid","29.7946641","-98.7319703","Boerne, Kendall County, Texas, United States","Review: coordinate uses place centroid."
"cm7a0bgok02pkewvgy2btngbi","BOGATA POLICE DEPT.","PO BOX 43","BOGATA","TX","75417-0043","place_centroid","33.4711597","-95.2144967","Bogata, Red River County, Texas, United States","Review: coordinate uses place centroid."
"cm7a0bgoe01q4ewvgu1a04cnp","BOOKER POLICE DEPT.","P.O. BOX M","BOOKER","TX","79005","place_centroid","36.4534755","-100.5373708","Booker, Lipscomb County, Texas, 79005, United States","Review: coordinate uses place centroid."
"cm7a0bgob0138ewvg0g7t6t8h","HUTCHINSON CO. FIRE MARSHAL'S OFFICE","PO Box 5250","Borger","TX","79008","place_centroid","35.6689767","-101.3919481","Borger, Hutchinson County, Texas, 79007, United States","Review: coordinate uses place centroid."
"cm7a0bgos0427ewvguk3jxq51","WISE CO. CONST. PCT. 3","P O BOX 195 125 North FM 730","BOYD","TX","76023","place_centroid","33.0788867","-97.5654422","Boyd, Wise County, Texas, United States","Review: coordinate uses place centroid."
"cm7a0bgod01h9ewvgwx13u204","KINNEY CO. SHERIFF'S OFFICE","P. O. BOX 1200","BRACKETTVILLE","TX","78832-1200","place_centroid","29.3135346","-100.415757","Brackettville, Kinney County, Texas, United States","Review: coordinate uses place centroid."
"cm7a0bgok02rfewvgotg51ixc","ROBERTSON CO. CONST. PCT. 4","P O BOX 69 113 E. Jack St.","BREMOND","TX","76629-0069","place_centroid","31.1661929","-96.6760147","Bremond, Robertson County, Texas, 76629, United States","Review: coordinate uses place centroid."
"cm7a0bgol02vuewvgl5ljo2h7","Broaddus ISD Police Department","PO Box 58 215 Bucchanan","Broaddus","TX","75929","place_centroid","31.3068546","-94.2690876","Broaddus, San Augustine County, Texas, United States","Review: coordinate uses place centroid."
"cm76wpxb50141vrvgf2g7qla3","COKE CO. CONST. PCT","P. O. Box 391","Bronte","TX","76933-0391","place_centroid","31.8873671","-100.29176","Bronte, Coke County, Texas, United States","Review: coordinate uses place centroid."
"cm7a0bgoq03quewvgtcmrzyow","BROOKSHIRE POLICE DEPARTMENT","PO BOX 160","BROOKSHIRE","TX","77423-0160","place_centroid","29.7860643","-95.9510661","Brookshire, Waller County, Texas, United States","Review: coordinate uses place centroid."
"cm7a0bgoo03cbewvgq9e2w9h5","TERRY CO. SHERIFF'S OFFICE","P.O. BOX 1106 1311 Tahoka Rd.","BROWNFIELD","TX","79316-1106","place_centroid","33.1811661","-102.274237","Brownfield, Terry County, Texas, 79316, United States","Review: coordinate uses place centroid."
"cm7a0bgo900q7ewvgih7drttr","BROWNSBORO ISD POLICE DEPARTMENT","PO BOX 465","BROWNSBORO","TX","75756-0465","place_centroid","32.3023706","-95.6135715","Brownsboro, Henderson County, Texas, 75756, United States","Review: coordinate uses place centroid."
"cm7a0bgo900otewvgrt6gjp8i","BROWNSBORO POLICE DEPT.","PO BOX 303","BROWNSBORO","TX","75756-0303","place_centroid","32.3022945","-95.6137346","Brownsboro, Henderson County, Texas, 75756, United States (pin offset from duplicate place centroid)","Review: coordinate uses place centroid."
"cm76wpxb400xnvrvgzj7cxs2y","PORT OF BROWNSVILLE POLICE DEPT.","2993 N INDIANA AVE STE B","BROWNSVILLE","TX","78526-6632","place_centroid","25.9024289","-97.4981698","Brownsville, Cameron County, Texas, United States","Review: coordinate uses place centroid."
"cm76wpxb200oevrvgjuim0n6t","BRAZOS CO. EMERGENCY COMMUNICATIONS DIST.","P.O. BOX 911","BRYAN","TX","77806-0911","place_centroid","30.6743643","-96.3699632","Bryan, Brazos County, Texas, United States","Review: coordinate uses place centroid."
"cm76wpxb200ozvrvgz7rqmrqe","BRYAN CITY MARSHAL'S OFFICE","PO BOX 1000","BRYAN","TX","77805-1000","place_centroid","30.674543","-96.3699413","Bryan, Brazos County, Texas, United States (pin offset from duplicate place centroid)","Review: coordinate uses place centroid."
"cm7a0bgof01qvewvg0q4smh2c","LLANO CO. CONST. PCT. 2","8347 W RR 1431","Buchanan Dam","TX","78609","place_centroid","30.7399037","-98.4311413","Buchanan Dam, Llano County, Texas, 78609, United States","Review: coordinate uses place centroid."
"cm7a0bgoh024dewvg7bewko79","Buckholts Police Dept.","P.O. Box 117 114 W. Main St.","Buckholts","TX","76518","place_centroid","30.8729661","-97.1249919","Buckholts, Milam County, Texas, United States","Review: coordinate uses place centroid."
"cm7a0bgo800n8ewvgppt1kslt","HAYS CO. CONST. PCT. 5","PO BOX 236","BUDA","TX","78610-0236","place_centroid","30.082475","-97.8417144","Buda, Hays County, Texas, United States","Review: coordinate uses place centroid."
"cm7a0bgoe01mzewvg697mxnnx","BUFFALO POLICE DEPT.","PO BOX 219","BUFFALO","TX","75831-0219","place_centroid","31.4634891","-96.0641283","Buffalo, Leon County, Texas, 75831, United States","Review: coordinate uses place centroid."
"cm7a0bgoe01moewvgzr3du4qj","LEON CO. CONST. PCT. 1","P.O. Box 537","Buffalo","TX","75831","place_centroid","31.4636582","-96.0641899","Buffalo, Leon County, Texas, 75831, United States (pin offset from duplicate place centroid)","Review: coordinate uses place centroid."
"cm76wpxb5012yvrvgohpcncsd","Bullard ISD Police Department","308 School House Rd.","Bullard","TX","75757","place_centroid","32.1403019","-95.3221898","Bullard, Smith County, Texas, United States","Review: coordinate uses place centroid."
"cm7a0bgom0318ewvgo92g2xo2","BULLARD POLICE DEPARTMENT","PO BOX 109","BULLARD","TX","75757-0109","place_centroid","32.1403019","-95.3223698","Bullard, Smith County, Texas, United States (pin offset from duplicate place centroid)","Review: coordinate uses place centroid."
"cm7a0bgob015fewvgwpe9ekp8","BUNA ISD POLICE DEPARTMENT","PO BOX 1087","BUNA","TX","77612-1087","place_centroid","30.4368977","-93.964566","Buna, Jasper County, Texas, 77612, United States","Review: coordinate uses place centroid."
"cm76wpxb300rnvrvg970kj1tq","BURNET CO. SHERIFF'S OFFICE","PO BOX 1249","BURNET","TX","78611-7249","place_centroid","30.7608552","-98.2239954","Burnet, Burnet County, Texas, 78611, United States","Review: coordinate uses place centroid."
"cm7a0bgoh027rewvgi742ad37","CACTUS POLICE DEPARTMENT","PO BOX 365","CACTUS","TX","79013-0365","place_centroid","36.0522574","-102.002399","Cactus, Moore County, Texas, United States","Review: coordinate uses place centroid."
"cm7a0bgol02roewvg54xwornh","CALVERT POLICE DEPARTMENT","620 S Main St.  PO BOX 505","CALVERT","TX","77837-0505","place_centroid","30.9779651","-96.6738627","Calvert, Robertson County, Texas, 77837, United States","Review: coordinate uses place centroid."
"cm7a0bgo800nwewvgo918bwxg","HEMPHILL CO. SHERIFF'S OFFICE","401 Purcell Avenue 5th & Purcell","CANADIAN","TX","79014-2603","place_centroid","35.9120114","-100.3839018","Canadian, Hemphill County, Texas, United States","Review: coordinate uses place centroid."
"cm7a0bgoq03neewvgdlsm7igd","VAN ZANDT CO. CONST. PCT. 2","250 S. Grove Street, Suite 100","Canton","TX","75103","place_centroid","32.5386046","-95.861812","Canton, Van Zandt County, Texas, United States","Review: coordinate uses place centroid."
"cm7a0bgok02o5ewvg6s1nip8p","WEST TEXAS A & M UNIV. POLICE DEPT.","P. O. BOX 60295","CANYON","TX","79016-0001","place_centroid","34.9789849","-101.9281915","Canyon, Randall County, Texas, 79016, United States","Review: coordinate uses place centroid."
"cm76wpxb6019avrvgag981a0j","COMAL CO. CONST. PCT. 4","P. O. BOX 2038","CANYON LAKE","TX","78133-2038","place_centroid","29.8643185","-98.2437802","Canyon Lake, Comal County, Texas, 78133, United States","Review: coordinate uses place centroid."
"cm76wpxba01rjvrvgey4eq1mq","DIMMIT CO. SHERIFF'S OFFICE","PO BOX 885","CARRIZO SPRINGS","TX","78834-6885","place_centroid","28.5249088","-99.8616529","Carrizo Springs, Dimmit County, Texas, 78834, United States","Review: coordinate uses place centroid."
"cm7a0bgoj02i9ewvgnu4onejk","PANOLA CO. CRIM. DIST. ATTY'S OFFICE","PANOLA CO. JUDICIAL CENTER #301","CARTHAGE","TX","75633","place_centroid","32.1570412","-94.338114","Carthage, Panola County, Texas, 75633, United States","Review: coordinate uses place centroid."
